version,section,filename,function,offset,length,language
us,lib,translate,guTranslate,2148791080,88,asm
us,lib,perspective,guPerspectiveF,2148791168,560,asm
us,lib,perspective,guPerspective,2148791728,96,asm
us,lib,rotateRPY,guRotateRPYF,2148791824,84,asm
us,lib,rotateRPY,guRotateRPY,2148791908,76,asm
us,lib,lookat,guLookAtF,2148791984,696,asm
us,lib,lookat,guLookAt,2148792680,120,asm
us,lib,align,guAlignF,2148792800,404,asm
us,lib,align,guAlign,2148793204,92,asm
us,lib,rotate,guRotateF,2148793296,332,asm
us,lib,rotate,guRotate,2148793628,84,asm
us,lib,cosf,cosf,2148793712,368,asm
us,lib,sinf,sinf,2148794080,448,asm
us,lib,lookatref,guLookAtReflectF,2148794528,1036,asm
us,lib,lookatref,guLookAtReflect,2148795564,132,asm
us,lib,lookathil,guLookAtHiliteF,2148795696,1848,asm
us,lib,lookathil,guLookAtHilite,2148797544,184,asm
us,lib,random,guRandom,2148797728,48,asm
us,lib,vigetline,osViGetCurrentLine,2148797776,16,asm
us,lib,setsr,__osSetSR,2148797792,16,asm
us,lib,getsr,__osGetSR,2148797808,16,asm
us,lib,setfpccsr,__osSetFpcCsr,2148797824,16,asm
us,lib,sprawread,__osSpRawReadIo,2148797840,80,asm
us,lib,sprawwrite,__osSpRawWriteIo,2148797920,80,asm
us,lib,exceptasm,__osExceptionPreamble,2148798000,16,asm
us,lib,exceptasm,__osException,2148798016,1332,asm
us,lib,exceptasm,func_80141374,2148799348,232,asm
us,lib,exceptasm,__osEnqueueAndYield,2148799580,256,asm
us,lib,exceptasm,__osEnqueueThread,2148799836,72,asm
us,lib,exceptasm,__osPopThread,2148799908,16,asm
us,lib,exceptasm,__osDispatchThread,2148799924,380,asm
us,lib,exceptasm,__osCleanupThread,2148800304,16,asm
us,lib,writebackdcache,osWritebackDCache,2148800320,128,asm
us,lib,maptlbrdb,osMapTLBRdb,2148800448,96,asm
us,lib,pirawread,osPiRawReadIo,2148800544,96,asm
us,lib,interrupt,__osDisableInt,2148800640,32,asm
us,lib,interrupt,__osRestoreInt,2148800672,32,asm
us,lib,getcount,osGetCount,2148800704,16,asm
us,lib,timerintr,__osTimerServicesInit,2148800720,140,asm
us,lib,timerintr,__osTimerInterrupt,2148800860,376,asm
us,lib,timerintr,__osSetTimerIntr,2148801236,116,asm
us,lib,timerintr,__osInsertTimer,2148801352,392,asm
us,lib,jammesg,osJamMesg,2148801744,336,asm
us,lib,pigetcmdq,osPiGetCmdQueue,2148802080,24,asm
us,lib,pigetcmdq,MusPtrBankGetCurrent,2148802104,24,asm
us,lib,thread,__osDequeueThread,2148802128,64,asm
us,lib,probetlb,__osProbeTLB,2148802192,192,asm
us,lib,vimgr,osCreateViManager,2148802384,392,asm
us,lib,vimgr,viMgrMain,2148802776,472,asm
us,lib,visetmode,osViSetMode,2148803248,112,asm
us,lib,visetevent,osViSetEvent,2148803360,112,asm
us,lib,sptaskyielded,osSpTaskYielded,2148803472,128,asm
us,lib,vigetcurrframebuf,osViGetCurrentFramebuffer,2148803600,64,asm
us,lib,vigetnextframebuf,osViGetNextFramebuffer,2148803664,64,asm
us,lib,viswapbuf,osViSwapBuffer,2148803728,80,asm
us,lib,sptask,_VirtualToPhysicalTask,2148803808,284,asm
us,lib,sptask,osSpTaskLoad,2148804092,400,asm
us,lib,sptask,osSpTaskStartGo,2148804492,68,asm
us,lib,dpsetnextbuf,osDpSetNextBuffer,2148804560,176,asm
us,lib,sptaskyield,osSpTaskYield,2148804736,32,asm
us,lib,vi,__osViInit,2148804768,320,asm
us,lib,siacs,__osSiCreateAccessQueue,2148805088,80,asm
us,lib,siacs,__osSiGetAccess,2148805168,68,asm
us,lib,siacs,__osSiRelAccess,2148805236,44,asm
